Date,Item Name,Is Bundle,Price,Sales
2022-07-09,Popcorn & Soda,Yes,7.2,34
2022-07-09,Candy & Soda,Yes,4.5,51
2022-07-09,Nachos & Soda,Yes,6.3,86
2022-07-09,Hotdog & Soda,Yes,8.1,76
2022-07-10,Popcorn,No,5.0,180
2022-07-10,Soda,No,3.0,173
2022-07-10,Candy,No,2.0,102
2022-07-10,Nachos,No,4.0,118
2022-07-10,Hotdog,No,6.0,153
2022-07-10,Popcorn & Soda,Yes,7.2,62
2022-07-10,Candy & Soda,Yes,4.5,79
2022-07-10,Nachos & Soda,Yes,6.3,45
2022-07-10,Hotdog & Soda,Yes,8.1,68
2022-07-11,Popcorn,No,5.0,138
2022-07-11,Soda,No,3.0,161
2022-07-11,Candy,No,2.0,96
2022-07-11,Nachos,No,4.0,186
2022-07-11,Hotdog,No,6.0,177
2022-07-11,Popcorn & Soda,Yes,7.2,79
2022-07-11,Candy & Soda,Yes,4.5,89
2022-07-11,Nachos & Soda,Yes,6.3,44
2022-07-11,Hotdog & Soda,Yes,8.1,65
2022-07-12,Popcorn,No,5.0,112
2022-07-12,Soda,No,3.0,118
2022-07-12,Candy,No,2.0,123
2022-07-12,Nachos,No,4.0,73
2022-07-12,Hotdog,No,6.0,98
2022-07-12,Popcorn & Soda,Yes,7.2,47
2022-07-12,Candy & Soda,Yes,4.5,36
2022-07-12,Nachos & Soda,Yes,6.3,33
2022-07-12,Hotdog & Soda,Yes,8.1,98
2022-07-13,Popcorn,No,5.0,109
2022-07-13,Soda,No,3.0,104
2022-07-13,Candy,No,2.0,65
2022-07-13,Nachos,No,4.0,78
2022-07-13,Hotdog,No,6.0,200
2022-07-13,Popcorn & Soda,Yes,7.2,43
2022-07-13,Candy & Soda,Yes,4.5,78
2022-07-13,Nachos & Soda,Yes,6.3,62
2022-07-13,Hotdog & Soda,Yes,8.1,54
2022-07-14,Popcorn,No,5.0,70
2022-07-14,Soda,No,3.0,194
2022-07-14,Candy,No,2.0,72
2022-07-14,Nachos,No,4.0,106
2022-07-14,Hotdog,No,6.0,191
2022-07-14,Popcorn & Soda,Yes,7.2,49
2022-07-14,Candy & Soda,Yes,4.5,59
2022-07-14,Nachos & Soda,Yes,6.3,48
2022-07-14,Hotdog & Soda,Yes,8.1,82
2022-07-15,Popcorn,No,5.0,152
2022-07-15,Soda,No,3.0,126
2022-07-15,Candy,No,2.0,200
2022-07-15,Nachos,No,4.0,82
2022-07-15,Hotdog,No,6.0,67
2022-07-15,Popcorn & Soda,Yes,7.2,62
2022-07-15,Candy & Soda,Yes,4.5,61
2022-07-15,Nachos & Soda,Yes,6.3,90
2022-07-15,Hotdog & Soda,Yes,8.1,83
2022-07-16,Popcorn,No,5.0,66
2022-07-16,Soda,No,3.0,68
2022-07-16,Candy,No,2.0,119
2022-07-16,Nachos,No,4.0,169
2022-07-16,Hotdog,No,6.0,150
2022-07-16,Popcorn & Soda,Yes,7.2,63
2022-07-16,Candy & Soda,Yes,4.5,54
2022-07-16,Nachos & Soda,Yes,6.3,97
2022-07-16,Hotdog & Soda,Yes,8.1,40
2022-07-17,Popcorn,No,5.0,140
2022-07-17,Soda,No,3.0,193
2022-07-17,Candy,No,2.0,176
2022-07-17,Nachos,No,4.0,162
2022-07-17,Hotdog,No,6.0,129
2022-07-17,Popcorn & Soda,Yes,7.2,36
2022-07-17,Candy & Soda,Yes,4.5,45
2022-07-17,Nachos & Soda,Yes,6.3,45
2022-07-17,Hotdog & Soda,Yes,8.1,69
2022-07-18,Popcorn,No,5.0,61
2022-07-18,Soda,No,3.0,84
2022-07-18,Candy,No,2.0,70
2022-07-18,Nachos,No,4.0,66
2022-07-18,Hotdog,No,6.0,81
2022-07-18,Popcorn & Soda,Yes,7.2,70
2022-07-18,Candy & Soda,Yes,4.5,35
2022-07-18,Nachos & Soda,Yes,6.3,56
2022-07-18,Hotdog & Soda,Yes,8.1,49
2022-07-19,Popcorn,No,5.0,115
2022-07-19,Soda,No,3.0,186
2022-07-19,Candy,No,2.0,141
2022-07-19,Nachos,No,4.0,110
2022-07-19,Hotdog,No,6.0,52
2022-07-19,Popcorn & Soda,Yes,7.2,99
2022-07-19,Candy & Soda,Yes,4.5,84
2022-07-19,Nachos & Soda,Yes,6.3,30
2022-07-19,Hotdog & Soda,Yes,8.1,99
2022-07-20,Popcorn,No,5.0,94
2022-07-20,Soda,No,3.0,75
2022-07-20,Candy,No,2.0,170
2022-07-20,Nachos,No,4.0,191
2022-07-20,Hotdog,No,6.0,95
2022-07-20,Popcorn & Soda,Yes,7.2,60
2022-07-20,Candy & Soda,Yes,4.5,88
2022-07-20,Nachos & Soda,Yes,6.3,58
2022-07-20,Hotdog & Soda,Yes,8.1,46
2022-07-21,Popcorn,No,5.0,191
2022-07-21,Soda,No,3.0,73
2022-07-21,Candy,No,2.0,158
2022-07-21,Nachos,No,4.0,140
2022-07-21,Hotdog,No,6.0,74
2022-07-21,Popcorn & Soda,Yes,7.2,88
2022-07-21,Candy & Soda,Yes,4.5,61
2022-07-21,Nachos & Soda,Yes,6.3,47
2022-07-21,Hotdog & Soda,Yes,8.1,66
2022-07-22,Popcorn,No,5.0,75
2022-07-22,Soda,No,3.0,186
2022-07-22,Candy,No,2.0,113
2022-07-22,Nachos,No,4.0,121
2022-07-22,Hotdog,No,6.0,197
2022-07-22,Popcorn & Soda,Yes,7.2,83
2022-07-22,Candy & Soda,Yes,4.5,59
2022-07-22,Nachos & Soda,Yes,6.3,82
2022-07-22,Hotdog & Soda,Yes,8.1,92
2022-07-23,Popcorn,No,5.0,60
2022-07-23,Soda,No,3.0,80
2022-07-23,Candy,No,2.0,149
2022-07-23,Nachos,No,4.0,136
2022-07-23,Hotdog,No,6.0,196
2022-07-23,Popcorn & Soda,Yes,7.2,41
2022-07-23,Candy & Soda,Yes,4.5,44
2022-07-23,Nachos & Soda,Yes,6.3,60
2022-07-23,Hotdog & Soda,Yes,8.1,72
2022-07-24,Popcorn,No,5.0,150
2022-07-24,Soda,No,3.0,78
2022-07-24,Candy,No,2.0,163
2022-07-24,Nachos,No,4.0,156
2022-07-24,Hotdog,No,6.0,157
2022-07-24,Popcorn & Soda,Yes,7.2,31
2022-07-24,Candy & Soda,Yes,4.5,44
2022-07-24,Nachos & Soda,Yes,6.3,33
2022-07-24,Hotdog & Soda,Yes,8.1,79
2022-07-25,Popcorn,No,5.0,72
2022-07-25,Soda,No,3.0,108
2022-07-25,Candy,No,2.0,139
2022-07-25,Nachos,No,4.0,164
2022-07-25,Hotdog,No,6.0,124
2022-07-25,Popcorn & Soda,Yes,7.2,57
2022-07-25,Candy & Soda,Yes,4.5,95
2022-07-25,Nachos & Soda,Yes,6.3,37
2022-07-25,Hotdog & Soda,Yes,8.1,58
2022-07-26,Popcorn,No,5.0,188
2022-07-26,Soda,No,3.0,67
2022-07-26,Candy,No,2.0,99
2022-07-26,Nachos,No,4.0,191
2022-07-26,Hotdog,No,6.0,167
2022-07-26,Popcorn & Soda,Yes,7.2,38
2022-07-26,Candy & Soda,Yes,4.5,40
2022-07-26,Nachos & Soda,Yes,6.3,92
2022-07-26,Hotdog & Soda,Yes,8.1,96
2022-07-27,Popcorn,No,5.0,127
2022-07-27,Soda,No,3.0,124
2022-07-27,Candy,No,2.0,88
2022-07-27,Nachos,No,4.0,74
2022-07-27,Hotdog,No,6.0,70
2022-07-27,Popcorn & Soda,Yes,7.2,39
2022-07-27,Candy & Soda,Yes,4.5,72
2022-07-27,Nachos & Soda,Yes,6.3,44
2022-07-27,Hotdog & Soda,Yes,8.1,77
2022-07-28,Popcorn,No,5.0,135
2022-07-28,Soda,No,3.0,198
2022-07-28,Candy,No,2.0,165
2022-07-28,Nachos,No,4.0,99
2022-07-28,Hotdog,No,6.0,200
2022-07-28,Popcorn & Soda,Yes,7.2,42
2022-07-28,Candy & Soda,Yes,4.5,98
2022-07-28,Nachos & Soda,Yes,6.3,33
2022-07-28,Hotdog & Soda,Yes,8.1,38
2022-07-29,Popcorn,No,5.0,170
2022-07-29,Soda,No,3.0,164
2022-07-29,Candy,No,2.0,150
2022-07-29,Nachos,No,4.0,198
2022-07-29,Hotdog,No,6.0,195
2022-07-29,Popcorn & Soda,Yes,7.2,72
2022-07-29,Candy & Soda,Yes,4.5,35
2022-07-29,Nachos & Soda,Yes,6.3,96
2022-07-29,Hotdog & Soda,Yes,8.1,41
2022-07-30,Popcorn,No,5.0,149
2022-07-30,Soda,No,3.0,61
2022-07-30,Candy,No,2.0,115
2022-07-30,Nachos,No,4.0,51
2022-07-30,Hotdog,No,6.0,192
2022-07-30,Popcorn & Soda,Yes,7.2,52
2022-07-30,Candy & Soda,Yes,4.5,58
2022-07-30,Nachos & Soda,Yes,6.3,36
2022-07-30,Hotdog & Soda,Yes,8.1,57
2022-07-31,Popcorn,No,5.0,191
2022-07-31,Soda,No,3.0,119
2022-07-31,Candy,No,2.0,164
2022-07-31,Nachos,No,4.0,137
2022-07-31,Hotdog,No,6.0,55
2022-07-31,Popcorn & Soda,Yes,7.2,56
2022-07-31,Candy & Soda,Yes,4.5,53
2022-07-31,Nachos & Soda,Yes,6.3,63
2022-07-31,Hotdog & Soda,Yes,8.1,69
2022-08-01,Popcorn,No,5.0,96
2022-08-01,Soda,No,3.0,73
2022-08-01,Candy,No,2.0,114
2022-08-01,Nachos,No,4.0,67
2022-08-01,Hotdog,No,6.0,93
2022-08-01,Popcorn & Soda,Yes,7.2,86
2022-08-01,Candy & Soda,Yes,4.5,57
2022-08-01,Nachos & Soda,Yes,6.3,100
2022-08-01,Hotdog & Soda,Yes,8.1,52
2022-08-02,Popcorn,No,5.0,188
2022-08-02,Soda,No,3.0,165
2022-08-02,Candy,No,2.0,142
2022-08-02,Nachos,No,4.0,91
2022-08-02,Hotdog,No,6.0,77
2022-08-02,Popcorn & Soda,Yes,7.2,53
2022-08-02,Candy & Soda,Yes,4.5,37
2022-08-02,Nachos & Soda,Yes,6.3,82
2022-08-02,Hotdog & Soda,Yes,8.1,33
2022-08-03,Popcorn,No,5.0,149
2022-08-03,Soda,No,3.0,54
2022-08-03,Candy,No,2.0,98
2022-08-03,Nachos,No,4.0,147
2022-08-03,Hotdog,No,6.0,79
2022-08-03,Popcorn & Soda,Yes,7.2,92
2022-08-03,Candy & Soda,Yes,4.5,76
2022-08-03,Nachos & Soda,Yes,6.3,55
2022-08-03,Hotdog & Soda,Yes,8.1,86
2022-08-04,Popcorn,No,5.0,86
2022-08-04,Soda,No,3.0,56
2022-08-04,Candy,No,2.0,176
2022-08-04,Nachos,No,4.0,141
2022-08-04,Hotdog,No,6.0,152
2022-08-04,Popcorn & Soda,Yes,7.2,82
2022-08-04,Candy & Soda,Yes,4.5,33
2022-08-04,Nachos & Soda,Yes,6.3,54
2022-08-04,Hotdog & Soda,Yes,8.1,36
2022-08-05,Popcorn,No,5.0,116
2022-08-05,Soda,No,3.0,157
2022-08-05,Candy,No,2.0,160
2022-08-05,Nachos,No,4.0,197
2022-08-05,Hotdog,No,6.0,132
2022-08-05,Popcorn & Soda,Yes,7.2,40
2022-08-05,Candy & Soda,Yes,4.5,96
2022-08-05,Nachos & Soda,Yes,6.3,36
2022-08-05,Hotdog & Soda,Yes,8.1,52
2022-08-06,Popcorn,No,5.0,159
2022-08-06,Soda,No,3.0,83
2022-08-06,Candy,No,2.0,155
2022-08-06,Nachos,No,4.0,196
2022-08-06,Hotdog,No,6.0,107
2022-08-06,Popcorn & Soda,Yes,7.2,38
2022-08-06,Candy & Soda,Yes,4.5,77
2022-08-06,Nachos & Soda,Yes,6.3,70
2022-08-06,Hotdog & Soda,Yes,8.1,77
2022-08-07,Popcorn,No,5.0,74
2022-08-07,Soda,No,3.0,165
2022-08-07,Candy,No,2.0,127
2022-08-07,Nachos,No,4.0,157
2022-08-07,Hotdog,No,6.0,74
2022-08-07,Popcorn & Soda,Yes,7.2,48
2022-08-07,Candy & Soda,Yes,4.5,68
2022-08-07,Nachos & Soda,Yes,6.3,56
2022-08-07,Hotdog & Soda,Yes,8.1,92
2022-08-08,Popcorn,No,5.0,117
2022-08-08,Soda,No,3.0,196
2022-08-08,Candy,No,2.0,77
2022-08-08,Nachos,No,4.0,172
2022-08-08,Hotdog,No,6.0,187
2022-08-08,Popcorn & Soda,Yes,7.2,59
2022-08-08,Candy & Soda,Yes,4.5,51
2022-08-08,Nachos & Soda,Yes,6.3,32
2022-08-08,Hotdog & Soda,Yes,8.1,77
2022-08-09,Popcorn,No,5.0,51
2022-08-09,Soda,No,3.0,103
2022-08-09,Candy,No,2.0,55
2022-08-09,Nachos,No,4.0,156
2022-08-09,Hotdog,No,6.0,172
2022-08-09,Popcorn & Soda,Yes,7.2,31
2022-08-09,Candy & Soda,Yes,4.5,31
2022-08-09,Nachos & Soda,Yes,6.3,84
2022-08-09,Hotdog & Soda,Yes,8.1,89
2022-08-10,Popcorn,No,5.0,146
2022-08-10,Soda,No,3.0,160
2022-08-10,Candy,No,2.0,55
2022-08-10,Nachos,No,4.0,176
2022-08-10,Hotdog,No,6.0,153
2022-08-10,Popcorn & Soda,Yes,7.2,48
2022-08-10,Candy & Soda,Yes,4.5,56
2022-08-10,Nachos & Soda,Yes,6.3,30
2022-08-10,Hotdog & Soda,Yes,8.1,62
2022-08-11,Popcorn,No,5.0,89
2022-08-11,Soda,No,3.0,81
2022-08-11,Candy,No,2.0,66
2022-08-11,Nachos,No,4.0,175
2022-08-11,Hotdog,No,6.0,57
2022-08-11,Popcorn & Soda,Yes,7.2,86
2022-08-11,Candy & Soda,Yes,4.5,71
2022-08-11,Nachos & Soda,Yes,6.3,38
2022-08-11,Hotdog & Soda,Yes,8.1,64
2022-08-12,Popcorn,No,5.0,103
2022-08-12,Soda,No,3.0,133
2022-08-12,Candy,No,2.0,74
2022-08-12,Nachos,No,4.0,116
2022-08-12,Hotdog,No,6.0,95
2022-08-12,Popcorn & Soda,Yes,7.2,51
2022-08-12,Candy & Soda,Yes,4.5,40
2022-08-12,Nachos & Soda,Yes,6.3,77
2022-08-12,Hotdog & Soda,Yes,8.1,37
2022-08-13,Popcorn,No,5.0,88
2022-08-13,Soda,No,3.0,98
2022-08-13,Candy,No,2.0,95
2022-08-13,Nachos,No,4.0,87
2022-08-13,Hotdog,No,6.0,185
2022-08-13,Popcorn & Soda,Yes,7.2,83
2022-08-13,Candy & Soda,Yes,4.5,66
2022-08-13,Nachos & Soda,Yes,6.3,69
2022-08-13,Hotdog & Soda,Yes,8.1,63
2022-08-14,Popcorn,No,5.0,145
2022-08-14,Soda,No,3.0,128
2022-08-14,Candy,No,2.0,176
2022-08-14,Nachos,No,4.0,66
2022-08-14,Hotdog,No,6.0,159
2022-08-14,Popcorn & Soda,Yes,7.2,81
2022-08-14,Candy & Soda,Yes,4.5,38
2022-08-14,Nachos & Soda,Yes,6.3,62
2022-08-14,Hotdog & Soda,Yes,8.1,89
2022-08-15,Popcorn,No,5.0,162
2022-08-15,Soda,No,3.0,198
2022-08-15,Candy,No,2.0,134
2022-08-15,Nachos,No,4.0,59
2022-08-15,Hotdog,No,6.0,55
2022-08-15,Popcorn & Soda,Yes,7.2,42
2022-08-15,Candy & Soda,Yes,4.5,94
2022-08-15,Nachos & Soda,Yes,6.3,49
2022-08-15,Hotdog & Soda,Yes,8.1,86
2022-08-16,Popcorn,No,5.0,95
2022-08-16,Soda,No,3.0,185
2022-08-16,Candy,No,2.0,59
2022-08-16,Nachos,No,4.0,162
2022-08-16,Hotdog,No,6.0,188
2022-08-16,Popcorn & Soda,Yes,7.2,41
2022-08-16,Candy & Soda,Yes,4.5,39
2022-08-16,Nachos & Soda,Yes,6.3,54
2022-08-16,Hotdog & Soda,Yes,8.1,78
2022-08-17,Popcorn,No,5.0,60
2022-08-17,Soda,No,3.0,167
2022-08-17,Candy,No,2.0,88
2022-08-17,Nachos,No,4.0,102
2022-08-17,Hotdog,No,6.0,105
2022-08-17,Popcorn & Soda,Yes,7.2,30
2022-08-17,Candy & Soda,Yes,4.5,85
2022-08-17,Nachos & Soda,Yes,6.3,33
2022-08-17,Hotdog & Soda,Yes,8.1,59
2022-08-18,Popcorn,No,5.0,61
2022-08-18,Soda,No,3.0,84
2022-08-18,Candy,No,2.0,126
2022-08-18,Nachos,No,4.0,151
2022-08-18,Hotdog,No,6.0,136
2022-08-18,Popcorn & Soda,Yes,7.2,97
2022-08-18,Candy & Soda,Yes,4.5,81
2022-08-18,Nachos & Soda,Yes,6.3,36
2022-08-18,Hotdog & Soda,Yes,8.1,51
2022-08-19,Popcorn,No,5.0,124
2022-08-19,Soda,No,3.0,107
2022-08-19,Candy,No,2.0,142
2022-08-19,Nachos,No,4.0,152
2022-08-19,Hotdog,No,6.0,189
2022-08-19,Popcorn & Soda,Yes,7.2,36
2022-08-19,Candy & Soda,Yes,4.5,84
2022-08-19,Nachos & Soda,Yes,6.3,91
2022-08-19,Hotdog & Soda,Yes,8.1,84
2022-08-20,Popcorn,No,5.0,168
2022-08-20,Soda,No,3.0,85
2022-08-20,Candy,No,2.0,138
2022-08-20,Nachos,No,4.0,194
2022-08-20,Hotdog,No,6.0,179
2022-08-20,Popcorn & Soda,Yes,7.2,42
2022-08-20,Candy & Soda,Yes,4.5,60
2022-08-20,Nachos & Soda,Yes,6.3,57
2022-08-20,Hotdog & Soda,Yes,8.1,89
2022-08-21,Popcorn,No,5.0,192
2022-08-21,Soda,No,3.0,82
2022-08-21,Candy,No,2.0,69
2022-08-21,Nachos,No,4.0,189
2022-08-21,Hotdog,No,6.0,150
2022-08-21,Popcorn & Soda,Yes,7.2,52
2022-08-21,Candy & Soda,Yes,4.5,43
2022-08-21,Nachos & Soda,Yes,6.3,54
2022-08-21,Hotdog & Soda,Yes,8.1,60
2022-08-22,Popcorn,No,5.0,171
2022-08-22,Soda,No,3.0,156
2022-08-22,Candy,No,2.0,103
2022-08-22,Nachos,No,4.0,182
2022-08-22,Hotdog,No,6.0,190
2022-08-22,Popcorn & Soda,Yes,7.2,57
2022-08-22,Candy & Soda,Yes,4.5,72
2022-08-22,Nachos & Soda,Yes,6.3,76
2022-08-22,Hotdog & Soda,Yes,8.1,100
2022-08-23,Popcorn,No,5.0,116
2022-08-23,Soda,No,3.0,111
2022-08-23,Candy,No,2.0,158
2022-08-23,Nachos,No,4.0,86
2022-08-23,Hotdog,No,6.0,168
2022-08-23,Popcorn & Soda,Yes,7.2,37
2022-08-23,Candy & Soda,Yes,4.5,81
2022-08-23,Nachos & Soda,Yes,6.3,62
2022-08-23,Hotdog & Soda,Yes,8.1,71
2022-08-24,Popcorn,No,5.0,161
2022-08-24,Soda,No,3.0,175
2022-08-24,Candy,No,2.0,185
2022-08-24,Nachos,No,4.0,200
2022-08-24,Hotdog,No,6.0,155
2022-08-24,Popcorn & Soda,Yes,7.2,93
2022-08-24,Candy & Soda,Yes,4.5,49
2022-08-24,Nachos & Soda,Yes,6.3,45
2022-08-24,Hotdog & Soda,Yes,8.1,46
2022-08-25,Popcorn,No,5.0,68
2022-08-25,Soda,No,3.0,169
2022-08-25,Candy,No,2.0,185
2022-08-25,Nachos,No,4.0,87
2022-08-25,Hotdog,No,6.0,142
2022-08-25,Popcorn & Soda,Yes,7.2,60
2022-08-25,Candy & Soda,Yes,4.5,73
2022-08-25,Nachos & Soda,Yes,6.3,89
2022-08-25,Hotdog & Soda,Yes,8.1,46
2022-08-26,Popcorn,No,5.0,128
2022-08-26,Soda,No,3.0,122
2022-08-26,Candy,No,2.0,189
2022-08-26,Nachos,No,4.0,145
2022-08-26,Hotdog,No,6.0,138
2022-08-26,Popcorn & Soda,Yes,7.2,47
2022-08-26,Candy & Soda,Yes,4.5,35
2022-08-26,Nachos & Soda,Yes,6.3,72
2022-08-26,Hotdog & Soda,Yes,8.1,64
2022-08-27,Popcorn,No,5.0,111
2022-08-27,Soda,No,3.0,193
2022-08-27,Candy,No,2.0,185
2022-08-27,Nachos,No,4.0,138
2022-08-27,Hotdog,No,6.0,145
2022-08-27,Popcorn & Soda,Yes,7.2,60
2022-08-27,Candy & Soda,Yes,4.5,39
2022-08-27,Nachos & Soda,Yes,6.3,85
2022-08-27,Hotdog & Soda,Yes,8.1,99
2022-08-28,Popcorn,No,5.0,197
2022-08-28,Soda,No,3.0,182
2022-08-28,Candy,No,2.0,72
2022-08-28,Nachos,No,4.0,186
2022-08-28,Hotdog,No,6.0,107
2022-08-28,Popcorn & Soda,Yes,7.2,88
2022-08-28,Candy & Soda,Yes,4.5,83
2022-08-28,Nachos & Soda,Yes,6.3,75
2022-08-28,Hotdog & Soda,Yes,8.1,51
2022-08-29,Popcorn,No,5.0,57
2022-08-29,Soda,No,3.0,172
2022-08-29,Candy,No,2.0,69
2022-08-29,Nachos,No,4.0,127
2022-08-29,Hotdog,No,6.0,88
2022-08-29,Popcorn & Soda,Yes,7.2,66
2022-08-29,Candy & Soda,Yes,4.5,79
2022-08-29,Nachos & Soda,Yes,6.3,63
2022-08-29,Hotdog & Soda,Yes,8.1,62
2022-08-30,Popcorn,No,5.0,80
2022-08-30,Soda,No,3.0,172
2022-08-30,Candy,No,2.0,103
2022-08-30,Nachos,No,4.0,83
2022-08-30,Hotdog,No,6.0,171
2022-08-30,Popcorn & Soda,Yes,7.2,91
2022-08-30,Candy & Soda,Yes,4.5,52
2022-08-30,Nachos & Soda,Yes,6.3,75
2022-08-30,Hotdog & Soda,Yes,8.1,85
2022-08-31,Popcorn,No,5.0,184
2022-08-31,Soda,No,3.0,167
2022-08-31,Candy,No,2.0,180
2022-08-31,Nachos,No,4.0,162
2022-08-31,Hotdog,No,6.0,93
2022-08-31,Popcorn & Soda,Yes,7.2,59
2022-08-31,Candy & Soda,Yes,4.5,46
2022-08-31,Nachos & Soda,Yes,6.3,88
2022-08-31,Hotdog & Soda,Yes,8.1,39
2022-09-01,Popcorn,No,5.0,148
2022-09-01,Soda,No,3.0,133
2022-09-01,Candy,No,2.0,195
2022-09-01,Nachos,No,4.0,94
2022-09-01,Hotdog,No,6.0,157
2022-09-01,Popcorn & Soda,Yes,7.2,88
2022-09-01,Candy & Soda,Yes,4.5,91
2022-09-01,Nachos & Soda,Yes,6.3,88
2022-09-01,Hotdog & Soda,Yes,8.1,78
2022-09-02,Popcorn,No,5.0,187
2022-09-02,Soda,No,3.0,60
2022-09-02,Candy,No,2.0,151
2022-09-02,Nachos,No,4.0,119
2022-09-02,Hotdog,No,6.0,172
2022-09-02,Popcorn & Soda,Yes,7.2,91
2022-09-02,Candy & Soda,Yes,4.5,76
2022-09-02,Nachos & Soda,Yes,6.3,63
2022-09-02,Hotdog & Soda,Yes,8.1,46
2022-09-03,Popcorn,No,5.0,153
2022-09-03,Soda,No,3.0,89
2022-09-03,Candy,No,2.0,68
2022-09-03,Nachos,No,4.0,116
2022-09-03,Hotdog,No,6.0,131
2022-09-03,Popcorn & Soda,Yes,7.2,82
2022-09-03,Candy & Soda,Yes,4.5,93
2022-09-03,Nachos & Soda,Yes,6.3,76
2022-09-03,Hotdog & Soda,Yes,8.1,35
2022-09-04,Popcorn,No,5.0,65
2022-09-04,Soda,No,3.0,195
2022-09-04,Candy,No,2.0,88
2022-09-04,Nachos,No,4.0,162
2022-09-04,Hotdog,No,6.0,189
2022-09-04,Popcorn & Soda,Yes,7.2,39
2022-09-04,Candy & Soda,Yes,4.5,100
2022-09-04,Nachos & Soda,Yes,6.3,84
2022-09-04,Hotdog & Soda,Yes,8.1,30
2022-09-05,Popcorn,No,5.0,98
2022-09-05,Soda,No,3.0,70
2022-09-05,Candy,No,2.0,86
2022-09-05,Nachos,No,4.0,165
2022-09-05,Hotdog,No,6.0,73
2022-09-05,Popcorn & Soda,Yes,7.2,84
2022-09-05,Candy & Soda,Yes,4.5,54
2022-09-05,Nachos & Soda,Yes,6.3,36
2022-09-05,Hotdog & Soda,Yes,8.1,100
2022-09-06,Popcorn,No,5.0,171
2022-09-06,Soda,No,3.0,73
2022-09-06,Candy,No,2.0,60
2022-09-06,Nachos,No,4.0,122
2022-09-06,Hotdog,No,6.0,61
2022-09-06,Popcorn & Soda,Yes,7.2,64
2022-09-06,Candy & Soda,Yes,4.5,92
2022-09-06,Nachos & Soda,Yes,6.3,97
2022-09-06,Hotdog & Soda,Yes,8.1,86
2022-09-07,Popcorn,No,5.0,190
2022-09-07,Soda,No,3.0,72
2022-09-07,Candy,No,2.0,132
2022-09-07,Nachos,No,4.0,137
2022-09-07,Hotdog,No,6.0,129
2022-09-07,Popcorn & Soda,Yes,7.2,41
2022-09-07,Candy & Soda,Yes,4.5,63
2022-09-07,Nachos & Soda,Yes,6.3,100
2022-09-07,Hotdog & Soda,Yes,8.1,60
2022-09-08,Popcorn,No,5.0,177
2022-09-08,Soda,No,3.0,190
2022-09-08,Candy,No,2.0,80
2022-09-08,Nachos,No,4.0,179
2022-09-08,Hotdog,No,6.0,152
2022-09-08,Popcorn & Soda,Yes,7.2,44
2022-09-08,Candy & Soda,Yes,4.5,86
2022-09-08,Nachos & Soda,Yes,6.3,63
2022-09-08,Hotdog & Soda,Yes,8.1,97
2022-09-09,Popcorn,No,5.0,124
2022-09-09,Soda,No,3.0,78
2022-09-09,Candy,No,2.0,65
2022-09-09,Nachos,No,4.0,126
2022-09-09,Hotdog,No,6.0,86
2022-09-09,Popcorn & Soda,Yes,7.2,50
2022-09-09,Candy & Soda,Yes,4.5,73
2022-09-09,Nachos & Soda,Yes,6.3,48
2022-09-09,Hotdog & Soda,Yes,8.1,100
2022-09-10,Popcorn,No,5.0,151
2022-09-10,Soda,No,3.0,185
2022-09-10,Candy,No,2.0,126
2022-09-10,Nachos,No,4.0,90
2022-09-10,Hotdog,No,6.0,110
2022-09-10,Popcorn & Soda,Yes,7.2,55
2022-09-10,Candy & Soda,Yes,4.5,100
2022-09-10,Nachos & Soda,Yes,6.3,99
2022-09-10,Hotdog & Soda,Yes,8.1,58
2022-09-11,Popcorn,No,5.0,156
2022-09-11,Soda,No,3.0,152
2022-09-11,Candy,No,2.0,68
2022-09-11,Nachos,No,4.0,117
2022-09-11,Hotdog,No,6.0,119
2022-09-11,Popcorn & Soda,Yes,7.2,86
2022-09-11,Candy & Soda,Yes,4.5,66
2022-09-11,Nachos & Soda,Yes,6.3,90
2022-09-11,Hotdog & Soda,Yes,8.1,59
2022-09-12,Popcorn,No,5.0,176
2022-09-12,Soda,No,3.0,164
2022-09-12,Candy,No,2.0,55
2022-09-12,Nachos,No,4.0,67
2022-09-12,Hotdog,No,6.0,59
2022-09-12,Popcorn & Soda,Yes,7.2,40
2022-09-12,Candy & Soda,Yes,4.5,94
2022-09-12,Nachos & Soda,Yes,6.3,94
2022-09-12,Hotdog & Soda,Yes,8.1,81
2022-09-13,Popcorn,No,5.0,80
2022-09-13,Soda,No,3.0,194
2022-09-13,Candy,No,2.0,159
2022-09-13,Nachos,No,4.0,142
2022-09-13,Hotdog,No,6.0,102
2022-09-13,Popcorn & Soda,Yes,7.2,46
2022-09-13,Candy & Soda,Yes,4.5,54
2022-09-13,Nachos & Soda,Yes,6.3,31
2022-09-13,Hotdog & Soda,Yes,8.1,34
2022-09-14,Popcorn,No,5.0,53
2022-09-14,Soda,No,3.0,55
2022-09-14,Candy,No,2.0,198
2022-09-14,Nachos,No,4.0,167
2022-09-14,Hotdog,No,6.0,138
2022-09-14,Popcorn & Soda,Yes,7.2,55
2022-09-14,Candy & Soda,Yes,4.5,84
2022-09-14,Nachos & Soda,Yes,6.3,68
2022-09-14,Hotdog & Soda,Yes,8.1,62
2022-09-15,Popcorn,No,5.0,63
2022-09-15,Soda,No,3.0,105
2022-09-15,Candy,No,2.0,130
2022-09-15,Nachos,No,4.0,198
2022-09-15,Hotdog,No,6.0,95
2022-09-15,Popcorn & Soda,Yes,7.2,45
